title,author,first_publish_year,rating,author_encoded
"Gather, darkness!",Fritz Leiber,1950,4.0,10
El oro del rey,Arturo Pérez-Reverte,2000,5.0,14
What We Talk about When We Talk about Love,Raymond Carver,1981,5.0,1
Winnie-the-Pooh and Some Bees,A. A. Milne,1975,4.0,10
"To Sir, With Love",E. R. Braithwaite,1959,5.0,1
The flivver king,Upton Sinclair,1937,4.0,6
The killing edge,Heather Graham,2010,4.0,3
Unspeakable,Sandra Brown,1998,5.0,43
White Jazz,James Ellroy,1991,4.0,9
Colas Breugnon,Romain Rolland,1919,4.0,2
Deck the halls,Mary Higgins Clark,1992,4.0,20
Hans Christian Andersen's The Fir Tree,Hans Christian Andersen,1960,4.0,9
"Everything, Everything",Nicola Yoon,2015,5.0,2
Blaze,Stephen King,2007,5.0,70
Star Wars - Thrawn Trilogy - Dark Force Rising,Timothy Zahn,1992,5.0,3
Running blind,Lee Child,2000,5.0,24
Personal,Lee Child,2014,5.0,24
The very lonely firefly,Eric Carle,1995,4.0,16
Burning Chrome,William Gibson,1986,5.0,8
The Face,Dean Koontz,2003,5.0,48
First family,David Baldacci,2009,4.0,36
Les Particules Elementaires,Michel Houellebecq,1998,4.0,6
The full cupboard of life,Alexander McCall Smith,2003,5.0,13
Nine tomorrows,Isaac Asimov,1959,4.0,25
The People That Time Forgot,Edgar Rice Burroughs,1950,5.0,30
Dear Life,Alice Munro,2000,5.0,11
Blue at the Mizzen (Aubrey-Maturin),Patrick O'Brian,1999,5.0,21
Caesar,Colleen McCullough,1997,5.0,6
A Scanner Darkly,Philip K. Dick,1977,5.0,18
"One Fish, Two Fish, Red Fish, Blue Fish",Dr. Seuss,1960,4.18,16
Rum Punch,Elmore Leonard,1992,4.0,19
One Day at a Time,Danielle Steel,2009,5.0,30
The Woman Who Rides Like a Man,Tamora Pierce,1986,5.0,9
The rebel angels,Robertson Davies,1981,4.0,6
No place like home,Mary Higgins Clark,2005,5.0,20
Valis,Philip K. Dick,1981,5.0,18
A Boy's Own Story,Edmund White,1982,5.0,1
The Double Image,Helen MacInnes,1966,4.0,7
The Prestige,Christopher Priest,1901,4.0,1
"Copy-Cat, and Other Stories",Mary Eleanor Wilkins Freeman,1914,5.0,6
A Fire upon the Deep,Vernor Vinge,1992,4.0,1
A Pack of Lies,Geraldine McCaughrean,1988,4.0,2
Treachery in Death,Nora Roberts,2011,5.0,89
Snuff,Terry Pratchett,2011,5.0,54
Startide Rising,David Brin,1972,5.0,3
Le charretier de 'La Providence',Georges Simenon,1931,4.0,45
La danseuse du Gai-Moulin,Georges Simenon,1931,4.0,45
"Maigret au ""Picratt's""",Georges Simenon,1951,4.0,45
Maigret et le Tueur,Georges Simenon,1969,4.0,45
Luftslottet som sprängdes,Stieg Larsson,2007,5.0,3
The Shore Road Mystery,Franklin W. Dixon,1928,5.0,10
A Separate Peace,John Knowles,1966,3.6,2
Smoke and Mirrors,Neil Gaiman,1998,4.0,15
The Target,David Baldacci,2004,5.0,36
Tau Zero,Poul Anderson,1970,4.0,4
Zahradníkův rok,Karel Čapek,1929,5.0,3
Pronto,Elmore Leonard,1993,4.0,19
Lucky You,Carl Hiaasen,1997,4.0,10
The wars,Timothy Findley,1977,5.0,3
Hudson River bracketed,Edith Wharton,1929,5.0,9
The green years,A. J. Cronin,1944,4.0,5
Johnny Panic and the Bible of Dreams,Sylvia Plath,1975,4.0,2
Ronja rövardotter,Astrid Lindgren,1981,5.0,9
Bokhandleren i Kabul,Åsne Seierstad,2002,4.0,1
The Grave Tattoo,Val McDermid,2006,4.0,8
The Colorado Kid,Stephen King,1978,4.0,70
The Greatest Salesman in the World,Og Mandino,1968,5.0,1
The Skies of Pern,Anne McCaffrey,2001,5.0,25
Snow in April,Rosamunde Pilcher,1972,4.0,12
Grey,E. L. James,2015,5.0,1
Slow Man,J. M. Coetzee,2004,5.0,9
The Power,Naomi Alderman,1998,4.0,2
Theatre,William Somerset Maugham,1937,5.0,13
Something Rotten,Jasper Fforde,2004,4.0,4
Czas pogardy,Andrzej Sapkowski,1995,5.0,2
Thomas and Friends,Reverend W. Awdry,2003,5.0,3
Indelible,Karin Slaughter,2004,5.0,4
The Ides of March,Thornton Wilder,1948,5.0,4
A summer to die,Lois Lowry,1977,5.0,7
Holiday in Death,Nora Roberts,1998,5.0,89
Sundays at Tiffany's,James Patterson,2008,5.0,101
True Blue,David Baldacci,2009,4.0,36
To the hilt,Dick Francis,1931,5.0,24
Catwings,Ursula K. Le Guin,1988,4.0,15
One Fifth Avenue,Candace Bushnell,2008,5.0,7
Born in Death,Nora Roberts,2006,5.0,89
Cross Country,James Patterson,2008,4.0,101
Promise Me,Harlan Coben,2006,5.0,16
The Scarecrow Walks at Midnight,Robert Lawrence Stine,1994,5.0,33
Mephisto,Klaus Mann,1936,4.0,1
"Stiff Upper Lip, Jeeves",P. G. Wodehouse,1963,5.0,32
The Scarpetta Factor,Patricia Cornwell,2008,5.0,3
Crocodile on the sandbank,Elizabeth Peters,1975,4.0,3
The Funhouse,Dean Koontz,1980,5.0,48
Rabbit hill,Robert Lawson,1944,4.0,1
The Thin Red Line,James Jones,1962,4.0,2
Nel mare ci sono i coccodrilli,Fabio Geda,2010,4.0,1
Innocent in Death,Nora Roberts,2006,5.0,89
The stone angel,Margaret Laurence,1964,4.0,1
Damage,Josephine Hart,1991,5.0,1
Stormy weather,Carl Hiaasen,1995,4.0,10
The beast must die,Nicholas Blake,1938,5.0,2
Fire and Ice,Erin Hunter,2003,5.0,5
The autobiography of Miss Jane Pittman,Ernest J. Gaines,1971,5.0,3
Midnight over Sanctaphrax,Paul Stewart,2001,4.0,5
Ptolemy's Gate,Jonathan Stroud,2005,4.0,5
Polar bears past bedtime,Mary Pope Osborne,1998,4.0,28
Der Himmel kennt keine Günstlinge,Erich Maria Remarque,1950,5.0,11
Mossflower (Redwall #2),Brian Jacques,1988,5.0,15
Flora & Ulysses,Kate DiCamillo,2013,4.0,6
Henry and Mudge,Cynthia Rylant,1987,4.0,4
"Middle school, get me out of here!",James Patterson,2012,5.0,101
Gregor and the Marks of Secret,Suzanne Collins,2006,5.0,9
Penultimate Peril,Lemony Snicket,2005,5.0,14
True colors,Kristin Hannah,2009,4.0,7
The Hidden Oracle,Rick Riordan,2014,5.0,18
The Cradle Will Fall,Mary Higgins Clark,1980,5.0,20
The case of the gilded lily,Erle Stanley Gardner,1956,5.0,9
The Shrinking Man,Richard Matheson,1962,5.0,3
In the Midst of Life. Tales of Soldiers and Civilians [26 stories],Ambrose Bierce,1909,4.0,8
Bitten,Kelley Armstrong,2001,5.0,2
Peace at last,Jill Murphy,1980,5.0,2
The owl service,Alan Garner,1967,4.0,1
Les récrés du petit Nicolas,Jean-Jacques Sempé,1961,4.0,3
The Little Island,Margaret Wise Brown,1946,4.0,7
Amber Brown Goes Fourth,Paula Danziger,1991,5.0,9
The murder house,James Patterson,2001,5.0,101
10th Anniversary,James Patterson,2008,5.0,101
Absolute Fear,Lisa Jackson,2007,5.0,5
Happenstance,Carol Shields,1980,4.0,5
Charlie Wilson's War,George Crile III,2003,5.0,1
Dragonseye,Anne McCaffrey,1996,5.0,25
Dragon's Fat Cat (Dragon Tales),Dav Pilkey,1992,5.0,22
Doll's House,Rumer Godden,1948,5.0,6
Sent i November,Tove Jansson,1970,5.0,9
Fear The Worst,Linwood Barclay,2009,5.0,4
A second chicken soup for the woman's soul,Jack Canfield,1996,5.0,1
Brandbilen som försvann,Maj Sjöwall,1969,4.0,10
The Magic Kingdom of Landover,Terry Brooks,1995,4.0,14
A Widow for One Year,John Irving,1998,5.0,3
The Escape,David Baldacci,1970,5.0,36
Winter garden,Kristin Hannah,2010,4.0,7
Jeder stirbt für sich allein,Hans Fallada,1948,5.0,1
Bad Boy Brawly Brown (Easy Rawlins Mysteries),Walter Mosley,1900,5.0,9
Excalibur,Bernard Cornwell,1997,5.0,27
Trouble for Lucia,E. F. Benson,1939,4.0,3
Lost Souls,Lisa Jackson,2008,5.0,5
Franklin wants a pet,Paulette Bourgeois,1995,4.0,14
Lucky Starr and the Oceans of Venus,Isaac Asimov,1963,5.0,25
Pistols for Two,Georgette Heyer,1964,5.0,23
Dhalgren,Samuel R. Delany,1975,4.0,5
"Alex Cross, run",James Patterson,2012,5.0,101
Two Princesses Of Bamarre,Gail Carson Levine,2000,5.0,4
The Endless Knot (The Song of Albion #3),Stephen R. Lawhead,1942,4.0,4
Eloquent silence,Sandra Brown,1982,5.0,43
El paraíso en la otra esquina,Mario Vargas Llosa,2003,5.0,16
Waiting,Ha Jin,1998,4.0,1
I Want My Potty,Tony Ross,1986,5.0,3
Fortune's Rocks,Anita Shreve,1999,5.0,3
52 Pick-Up,Elmore Leonard,1974,4.0,19
X-Men,Warren Ellis,2005,4.0,2
Memory Man,David Baldacci,2015,4.0,36
Franklin's Baby Sister,Paulette Bourgeois,2000,4.0,14
Swan song,Edmund Crispin,1947,4.0,6
Never look away,Linwood Barclay,2010,4.0,4
All the Weyrs of Pern,Anne McCaffrey,1991,5.0,25
Claudine at St. Clares,Enid Blyton,1967,4.0,38
Klara and the Sun,Kazuo Ishiguro,2019,5.0,8
Dog breath,Dav Pilkey,1994,4.0,22
Autumn Story (Brambly Hedge),Jill Barklem,1980,5.0,4
Winter Story (Brambly Hedge),Jill Barklem,1980,5.0,4
Tous les hommes sont mortels,Simone de Beauvoir,1946,5.0,4
Midnight for Charlie Bone,Jenny Nimmo,2002,5.0,5
Mary Anne Saves the Day,Ann M. Martin,1987,4.0,7
The Truth About Stacey,Ann M. Martin,1986,5.0,7
Dragon Teeth,Michael Crichton,2017,4.0,18
Little Scarlet (Easy Rawlins Mysteries),Walter Mosley,2004,5.0,9
The wind in the rose-bush,Mary Eleanor Wilkins Freeman,1903,5.0,6
Gangsta Granny,David Walliams,2008,5.0,3
Wings,Terry Pratchett,1990,5.0,54
Three Blind Mice,Evan Hunter,1990,5.0,3
Deal Breaker,Harlan Coben,1995,5.0,16
The daughters of Cain,Colin Dexter,1994,4.0,5
Blackwood Farm,Anne Rice,2002,4.0,23
Naked empire,Terry Goodkind,2003,5.0,12
The metal monster,A. Merritt,1946,4.0,2
"Sam, Bangs & Moonshine",Evaline Ness,1966,5.0,1
Petunia,Roger Duvoisin,1950,5.0,1
Heir of Fire,Sarah J. Maas,2014,5.0,11
The What the Dead Know CD,Laura Lippman,2007,5.0,2
Why mosquitoes buzz in people's ears,Verna Aardema,1975,5.0,2
From the Dust Returned,Ray Bradbury,2001,5.0,9
Crow Boy,Tarō Yashima,1955,4.0,1
"C is for Corpse (Kinsey Millhone, #3)",Sue Grafton,1986,5.0,7
The Ladies of Missalonghi,Colleen McCullough,1920,4.0,6
The bloody ground,Bernard Cornwell,1996,5.0,27
Valley of the dolls,Jacqueline Susann,1966,5.0,1
44 Charles Street,Danielle Steel,2011,5.0,30
Claudine à l'école,Colette,1900,5.0,3
Typhoon and other stories,Joseph Conrad,1903,4.0,21
The Last Picture Show,Larry McMurtry,1966,4.0,3
Darkly dreaming Dexter,Jeffry P. Lindsay,2004,4.0,1
Annie John,Jamaica Kincaid,1983,5.0,3
The Women Of Brewster Place,Gloria Naylor,1982,5.0,1
L'art du Roman,Milan Kundera,1960,5.0,12
Buttered Side Down,Edna Ferber,1912,4.0,4
Prisoner of grace,Joyce Cary,1940,5.0,1
The man who died,David Herbert Lawrence,1928,4.0,12
Waiting to Exhale,Terry McMillan,1992,4.0,2
Ruggles of Red Gap,Harry Leon Wilson,1915,4.0,1
Arundel,"Roberts, Kenneth Lewis",1931,4.0,1
End of Watch,Stephen King,2000,5.0,70
A Perfect Spy,John le Carré,1986,5.0,16
Hannah's List,Debbie Macomber,2010,4.0,11
The Source,James A. Michener,1900,5.0,6
Lettre à mon juge,Georges Simenon,1951,4.0,45
The Shepherd's Crown,Terry Pratchett,2015,5.0,54
Gone for good,Harlan Coben,2002,5.0,16
Shikasta,Doris Lessing,1979,4.0,8
Rabbit redux,John Updike,1961,4.0,5
A Good Woman,Danielle Steel,2008,4.0,30
The Tell-Tale Heart,Edgar Allan Poe,1976,5.0,14
"Hello, darkness",Sandra Brown,2003,5.0,43
The Talbot odyssey,Nelson De Mille,1984,4.0,16
Tales of Greek Heroes,Roger Lancelyn Green,1958,5.0,3
Blood on the Moon,James Ellroy,1984,5.0,9
Pompes funèbres,Jean Genet,1953,4.0,4
Vernon God Little,D. B. C. Pierre,1900,5.0,1
The Eagle Has Flown (Classic Jack Higgins Collection),Jack Higgins,1991,4.0,3
Double Sin and Other Stories,Agatha Christie,1960,4.0,85
The Sins of the Father,Jeffrey Archer,2012,5.0,24
A single man,Christopher Isherwood,1964,5.0,5
Mumbo jumbo,Ishmael Reed,1972,5.0,1
Holy Disorders,Edmund Crispin,1945,4.0,6
Solar,Ian McEwan,2010,5.0,12
Sharpe's siege,Bernard Cornwell,1987,4.0,27
The Sixth Man,David Baldacci,2011,5.0,36
A Grimm Warning,Chris Colfer,2014,5.0,3
Latter End (A Miss Silver Mystery),Patricia Wentworth,1947,4.0,6
Ecotopia,Ernest Callenbach,1975,4.0,1
Cinder,Marissa Meyer,2011,5.0,2
The Big Wave,Pearl S. Buck,1947,5.0,14
The tin princess (Sally Lockhart #4),Philip Pullman,1994,4.0,13
Infinite jest,David Foster Wallace,1996,5.0,1
Politika,Jerome Preisler,1997,4.0,2
Thomas the Tank Engine,Reverend W. Awdry,1945,5.0,3
"I, the Jury",Mickey Spillane,1947,4.0,2
The Thing Around Your Neck,Chimamanda Ngozi Adichie,2009,5.0,4
The Lorax,Dr. Seuss,1911,4.35,16
I am Charlotte Simmons,Tom Wolfe,2004,5.0,3
Indulgence in Death,Nora Roberts,2010,5.0,89
"Ci tengo alla pelliccia, io!",Elisabetta Dami,2000,5.0,33
New York to Dallas,Nora Roberts,2011,5.0,89
To Build a Fire,Jack London,1960,4.0,22
Into the Water,Paula Hawkins,2017,5.0,2
By the Light of the Moon,Dean Koontz,2002,4.0,48
"Hitty, her first hundred years",Rachel Field,1929,4.0,1
The Accidental,Ali Smith,2005,5.0,1
D.N. Angel,Yukiru Sugisaki,2003,5.0,1
The ballad of Peckham Rye,Muriel Spark,1960,5.0,3
The Circus of Adventure,Enid Blyton,1952,5.0,38
The torment of others,Val McDermid,2004,4.0,8
Thirteen reasons Why,Jay Asher,2007,5.0,1
The tortilla curtain,T. Coraghessan Boyle,1995,4.0,2
Tom Clancy's Net Force,Tom Clancy,1998,5.0,12
Inherit the wind,Jerome Lawrence,1955,4.0,1
"Barefoot Gen Vol. 4, Barefoot Gen Vol. 5 (Splitting Works needed)",中沢 啓治,1978,5.0,1
Ira Sleeps Over,Bernard Waber,1972,5.0,2
Turtles All the Way Down,John Green,2017,3.88,6
The Lighthouse Mystery,Gertrude Chandler Warner,1963,5.0,15
After You,Jojo Moyes,2014,4.0,5
Angel,James Patterson,1998,5.0,101
Shōgun,James Clavell,1975,5.0,4
The Boy at the Top of the Mountain,John Boyne,2015,5.0,6
Tuck Everlasting,Natalie Babbitt,1975,3.9,1
Days of Blood and Starlight,Laini Taylor,2012,5.0,3
The Testaments,Margaret Atwood,2019,5.0,15
The Maze of Bones,Rick Riordan,2008,5.0,18
The Terror,Dan Simmons,2007,5.0,3
Pinkalicious,Victoria Kann,2003,4.0,1
Mr. Gumpy's Outing,John Burningham,1970,5.0,3
A Dangerous Path,Erin Hunter,2004,5.0,5
Katy and the Big Snow,Virginia Lee Burton,1943,4.0,4
Blood Music,Greg Bear,1985,4.0,14
Vineland,Thomas Pynchon,1990,4.0,5
Fish is fish,Leo Lionni,1970,5.0,8
Marge Piercy,Marge Piercy,1976,5.0,1
The Dosadi Experiment,Frank Herbert,1977,4.0,11
Owls in the Family,Farley Mowat,1961,5.0,3
Nine Coaches Waiting,Mary Stewart,1958,5.0,16
The Claiming of Sleeping Beauty,Anne Rice,1983,5.0,23
Friend of my youth,Alice Munro,1990,4.0,11
Tintentod,Cornelia Funke,2007,5.0,5
"Someday (Sunrise Series-Baxter 3, Book 3)",Karen Kingsbury,2008,5.0,6
Vendredi ou la vie sauvage,Michel Tournier,1971,5.0,1
A Prayer for the Ship,Douglas Reeman,1971,4.0,4
Konrad,Christine Nöstlinger,1976,5.0,1
Rave Master,Hiro Mashima,2002,5.0,1
Madeline and the gypsies,Ludwig Bemelmans,1959,5.0,5
Honor Bound,Sandra Brown,1986,5.0,43
Nine Princes in Amber,Roger Zelazny,1970,5.0,10
Désert,J. M. G. Le Clézio,1980,4.0,1
Borka,John Burningham,1963,4.0,3
Cold Mountain,Charles Frazier,1997,3.89,1
Storm over Warlock,Andre Norton,1960,4.0,8
Eyeshield 21,Riichiro Inagaki,2005,5.0,1
These twain,Arnold Bennett,1915,4.0,8
Exocet,Jack Higgins,1983,4.0,3
Tea With the Black Dragon,R. A. Macavoy,1983,4.0,1
Franklin Is Lost,Paulette Bourgeois,1991,4.0,14
Amy and Isabelle,Elizabeth Strout,1998,5.0,3
Jean and Johnny,Beverly Cleary,1959,4.0,24
Clandestine,James Ellroy,1982,4.0,9
When she was good,Philip A. Roth,1967,4.0,5
Dark Watch,Clive Cussler,2004,4.0,35
"Merry Christmas, Alex Cross",James Patterson,2011,5.0,101
The remorseful day,Colin Dexter,1999,4.0,5
The millionaires,Brad Meltzer,2002,5.0,3
Before I say goodbye,Mary Higgins Clark,2000,5.0,20
On the Street Where You Live,Mary Higgins Clark,2001,5.0,20
A red death,Walter Mosley,1991,5.0,9
Another roadside attraction,Tom Robbins,1971,4.0,3
A maze of death,Philip K. Dick,1970,5.0,18
Paddington Helps Out (Paddington),Michael Bond,1960,4.0,7
Confessor,Terry Goodkind,2007,5.0,12
"Three Cheers, Secret Seven",Enid Blyton,1956,4.0,38
My Brother Michael,Mary Stewart,1960,5.0,16
Little Fires Everywhere,Celeste Ng,2014,4.0,1
Sojourn,R. A. Salvatore,1991,5.0,4
Kiss Good Night,Amy Hest,1984,5.0,1
May I bring a friend?,Beatrice Schenk De Regniers,1964,4.0,1
The Yellow Admiral,Patrick O'Brian,1996,5.0,21
Largo pétalo de mar,Isabel Allende,2019,5.0,17
Those Who Walk Away,Patricia Highsmith,1967,5.0,12
The Cay,Theodore Taylor,1969,5.0,1
An Artist of the Floating World,Kazuo Ishiguro,1986,5.0,8
Goosebumps - One Day at Horrorland,R. L. Stine,1994,5.0,1
Obsession in Death,Nora Roberts,2015,4.0,89
One Summer,David Baldacci,2011,4.0,36
The TV kid,Betsy Cromer Byars,1974,5.0,5
The Goldsmith's Wife,Victoria Holt,1950,4.0,23
Luces de Septiembre,Carlos Ruiz Zafón,2003,4.0,8
Bulldog Drummond returns,Herman Cyril McNeile,1932,4.0,2
Los jefes / Los cachorros,Mario Vargas Llosa,1974,5.0,16
The Comfort of Strangers,Ian McEwan,1981,4.0,12
The Wine - Dark Sea,Patrick O'Brian,1989,5.0,21
The First Man in Rome,Colleen McCullough,1990,4.0,6
The centaur,John Updike,1962,4.0,5
Caballo de Troya,J. J. Benítez,1984,5.0,1
Cutting for Stone,Abraham Verghese,2009,4.33,1
Magyk (Septimus Heap),Angie Sage,2001,4.0,1
Dragon's Kin,Anne McCaffrey,2003,4.0,25
Quattro topi nel Far West!,Elisabetta Dami,2005,5.0,33
Play Dirty,Sandra Brown,1964,5.0,43
Rumble in the jungle,Giles Andreae,1996,5.0,1
Charlie Bone and the invisible boy,Jenny Nimmo,2003,5.0,5
Tales of the South Pacific,James A. Michener,1947,4.0,6
Darkest fear,Harlan Coben,2000,4.0,16
The Memorial,Christopher Isherwood,1932,4.0,5
Filth,Irvine Welsh,1996,5.0,5
"First Love, Last Rites",Ian McEwan,1975,4.0,12
44 Cranberry Point,Debbie Macomber,2004,4.0,11
8 Million Ways to Die,Lawrence Block,1982,5.0,13
Free Food for Millionaires,Min Jin Lee,2007,4.0,1
The man with the golden arm,Nelson Algren,1949,5.0,2
Franklin's class trip,Paulette Bourgeois,1999,4.0,14
Franklin Is Bossy,Paulette Bourgeois,1989,5.0,14
Wild Magic,Tamora Pierce,1992,5.0,9
Franklin Fibs,Paulette Bourgeois,1991,4.0,14
The secret glory,Arthur Machen,1922,4.0,5
Ruin and Rising,Leigh Bardugo,2014,5.0,6
Conspiracy in Death,Nora Roberts,1999,5.0,89
Robert Ludlum's The Bourne sanction,Eric Van Lustbader,2008,4.0,3
The forgotten,David Baldacci,2012,4.0,36
Bambi's Children,Felix Salten,1939,5.0,2
Ricky Ricotta's Mighty Robot #1,Dav Pilkey,2000,5.0,22
Travesuras de la niña mala,Mario Vargas Llosa,2006,4.0,16
The Ringworld Engineers (Ringworld),Larry Niven,1979,5.0,5
The Bone People,Keri Hulme,1983,5.0,1
Garnethill,Denise Mina,1998,4.0,3
DERYNI RISING (Chronicles of the Deryni),Katherine Kurtz,1970,4.0,4
The Ship of Adventure,Enid Blyton,1950,4.0,38
Parable of the sower,Octavia E. Butler,1993,4.0,5
Eleven Minutes,Paulo Coelho,2003,5.0,5
The silver spoon,John Galsworthy,1921,5.0,5
Auntie Mame,Patrick Dennis,1954,5.0,1
Touch Not the Cat,Mary Stewart,1976,4.0,16
Memoirs of an egoist,Stendhal,1927,4.0,4
The robe,Lloyd C. Douglas,1942,5.0,1
The Girls,Lori Lansens,2005,5.0,1
Capitães da Areia,Jorge Leal Amado de Faria,1937,5.0,2
The Guide,Rasipuram Krishnaswamy Narayan,1958,5.0,1
Harold and the Purple Crayon,Crockett Johnson,1955,5.0,1
The Spare Room,Helen Garner,2008,4.0,1
"Breath, Eyes, Memory",Edwidge Danticat,1994,4.0,1
Miracles on Maple Hill,Virginia Eggertsen Sorensen,1956,4.0,1
L'Ami d'enfance de Maigret,Georges Simenon,1940,4.0,45
Necroscope,Brian Lumley,1988,5.0,1
The call of earth,Orson Scott Card,1993,5.0,16
God Help the Child,Toni Morrison,2015,5.0,10
The Good Guy,Dean Koontz,2007,5.0,48
Howliday Inn,James Howe,1982,5.0,2
His Dark Materials,Philip Pullman,2000,5.0,13
Witch Child,Celia Rees,2000,4.0,1
Hotel du Lac,Anita Brookner,1984,5.0,1
Ali und Nino,Kurban Said,1970,5.0,1
Choke,Chuck Palahniuk,2001,3.71,7
The late George Apley,John P. Marquand,1937,5.0,1
Desolation angels,Jack Kerouac,1965,5.0,10
Princess Poppy,Janey Louise Jones,2004,5.0,1
Der Zahlenteufel,Hans Magnus Enzensberger,1997,5.0,1
Decider,Dick Francis,1993,5.0,24
Roverandom,J.R.R. Tolkien,1998,5.0,14
Project Hail Mary,Andy Weir,2021,4.5,3
Skinny dip,Carl Hiaasen,2004,4.0,10
The player of games,Iain Banks,1988,5.0,4
If Tomorrow Comes,Sidney Sheldon,1984,5.0,4
Big Red,Jim Kjelgaard,1945,4.0,1
Well of Lost Plots,Jasper Fforde,2002,4.0,4
In the Country of Men,Hisham Matar,2006,4.0,1
In the Presence of the Enemy (Inspector Lynley Mystery),Elizabeth George,1996,5.0,1
Tick Tock,James Patterson,2010,4.0,101
System of the World,Neal Stephenson,2003,5.0,8
国境の南、太陽の西,村上春樹,1992,4.0,13
Heart Song,V. C. Andrews,1997,4.0,25
Hope to Die,Lawrence Block,1975,4.0,13
"Homesick, my own story",Jean Fritz,1982,5.0,1
Shannon's way,A. J. Cronin,1948,5.0,5
The Italian Woman,Victoria Holt,1952,5.0,23
Bare bones,Kathy Reichs,2003,5.0,7
Bomber,Len Deighton,1970,4.0,9
The searchers,Alan Le May,1954,5.0,1
Mine boy,"Abrahams, Peter",1946,5.0,1
Noddy Goes to Toyland,Enid Blyton,1949,4.0,38
"Definitely Dead (Southern Vampire Mysteries, Book 6)",Charlaine Harris,2006,4.0,15
Brother Odd,Dean Koontz,2006,5.0,48
Nightwings,Robert Silverberg,1969,5.0,8
Professor Unrat,Heinrich Mann,1932,5.0,1
"Mondo piccolo, Don Camillo",Giovannino Guareschi,1948,4.0,1
Señor Vivo and the Coca Lord,Louis de Bernières,1991,5.0,4
A dance to the music of time,Anthony Powell,1951,4.0,1
Wishtree,Katherine Applegate,2014,5.0,9
Forest of Secrets,Erin Hunter,2003,5.0,5
The Silkworm,J. K. Rowling,2014,5.0,14
Dicey's Song,Cynthia Voigt,1982,5.0,1
The Stray Dog,Marc Simont,2001,5.0,1
Cities of the Plain,Cormac McCarthy,1998,4.0,6
The Sun is Also a Star,Nicola Yoon,2016,5.0,2
Keeper of the Lost Cities,Shannon Messenger,2012,5.0,2
How to Speak Dragonese,Cressida Cowell,2005,5.0,5
The devil's arithmetic,Jane Yolen,1988,5.0,4
Caraval,Stephanie Garber,2000,5.0,1
The Rainbow Fish,Marcus Pfister,1992,4.0,2
Amos & Boris,William Steig,1971,5.0,9
Calico Captive,Elizabeth George Speare,1957,5.0,4
Storm Front,Jim Butcher,1997,4.0,2
Cress,Marissa Meyer,2014,5.0,2
Red Rising,Pierce Brown,2014,4.0,2
The case of the sulky girl,Erle Stanley Gardner,1937,4.0,9
Ramona's World,Beverly Cleary,1999,5.0,24
Christmas in Camelot,Mary Pope Osborne,2001,5.0,28
To All the Boys I've Loved Before,Jenny Han,2014,4.0,2
The Scions of Shannara,Terry Brooks,1990,5.0,14
Loamhedge (Redwall #16),Brian Jacques,2003,4.0,15
"I, Michael Bennett",James Patterson,2012,4.0,101
Simon vs. the Homo Sapiens Agenda,Becky Albertalli,2015,5.0,1
Odd Hours,Dean Koontz,2008,5.0,48
Make Room! Make Room!,Harry Harrison,1966,5.0,9
Dragonwings CD,Laurence Yep,1975,4.0,1
Five minutes' peace,Jill Murphy,1986,5.0,2
